,title,budget,id,original_language,popularity,revenue,vote_average,vote_count,nsfw_score
17077,The Robber,3900000,54524,de,1.824255,208475.0,6.7,31.0,0.0354544073343
17090,Incendies,6800000,46738,fr,8.596012,7103838.0,7.9,496.0,0.0752078071237
17102,Soul Surfer,18000000,43959,en,11.009053,47088990.0,6.9,355.0,0.0104641476646
17103,Something Borrowed,35000000,49022,en,5.47309,59901913.0,5.9,304.0,0.0025984402746
17107,Bridesmaids,32500000,55721,en,6.810991,288383523.0,6.5,1697.0,0.00387497153133
17108,Priest,60000000,38321,en,8.259952,78309131.0,5.4,710.0,0.00427219783887
17113,Eye of the Dolphin,2500000,46849,en,0.46335,71904.0,7.1,7.0,0.00349906156771
17115,The Beaver,21000000,50780,en,5.484379,970816.0,6.2,281.0,0.059256196022
17124,Pirates of the Caribbean: On Stranger Tides,380000000,1865,en,27.88772,1045713802.0,6.4,5068.0,0.00181205244735
17125,Midnight in Paris,30000000,59436,en,11.43256,151119219.0,7.4,2049.0,9.26990687731e-05
17130,The Tree of Life,32000000,8967,en,11.204539,54674226.0,6.5,1009.0,0.118643328547
17136,The Hangover Part II,80000000,45243,en,21.893532,254455986.0,6.2,3836.0,0.0382845439017
17156,The Virginity Hit,2000000,42889,en,2.235068,563706.0,4.6,19.0,0.487580388784
17158,Pina,4317946,57276,de,12.452985,14624826.0,7.3,76.0,0.0038529469166
17164,The Roommate,16000000,49950,en,8.453293,40492759.0,5.3,230.0,0.00867929961532
17184,Trust,9500000,44945,en,7.778097,120000.0,6.6,314.0,0.0309053305537
17196,Stolen,2000000,38850,en,2.300459,7306.0,6.5,28.0,0.0134157650173
17201,The Double Hour,3906840,42571,it,2.382068,4300000.0,6.3,26.0,0.00618766294792
17204,Attack the Block,14350531,59678,en,9.93263,3964682.0,6.3,748.0,0.00268879975192
17213,Kung Fu Panda 2,150000000,49444,en,11.481921,665692281.0,6.7,1925.0,0.00491625955328
17217,X-Men: First Class,160000000,49538,en,0.738633,353624124.0,7.1,5252.0,0.000251029268838
17227,The Other Woman,30000000,52505,en,6.212898,102000000.0,6.0,131.0,0.0234291851521
17234,Everything Must Go,5000000,45658,en,4.779994,2614773.0,6.0,210.0,0.0139284925535
17237,Beginners,3200000,55347,en,6.72639,5332926.0,6.8,353.0,0.000725368910935
17238,Super 8,50000000,37686,en,19.529911,260095987.0,6.6,2496.0,0.00334743433632
17272,Green Lantern,200000000,44912,en,13.985631,219851172.0,5.1,2551.0,0.00178294046782
17282,Mr. Popper's Penguins,55000000,58224,en,15.214342,187361754.0,5.7,775.0,0.00168587325606
17283,Bad Teacher,20000000,52449,en,7.310686,216197492.0,5.4,1634.0,0.00915924366564
17285,Why Did I Get Married Too?,20000000,35688,en,2.576815,60072596.0,6.1,29.0,0.0018977363361
17293,Transformers: Dark of the Moon,195000000,38356,en,4.503505,1123746996.0,6.1,3351.0,0.00193471601233
17294,Larry Crowne,30000000,59861,en,10.778028,36160375.0,5.7,369.0,0.00248286710121
17296,Your Highness,49900000,38319,en,5.67375,26121638.0,5.2,511.0,0.00274327187799
17305,Judy Moody and the Not Bummer Summer,20000000,60062,en,2.321394,14166853.0,5.1,14.0,0.00240342132747
17342,Takers,32000000,22907,en,7.000421,69055695.0,6.1,399.0,0.00057600310538
17357,Zookeeper,80000000,38317,en,11.341084,169852759.0,5.3,509.0,0.00210098642856
17358,Horrible Bosses,35000000,51540,en,9.856955,117000000.0,6.4,2341.0,0.000955486961175
17361,Cars 2,200000000,49013,en,13.693002,559852396.0,5.8,2088.0,0.000742290343624
17372,The Mysterious Lady,337,108923,en,0.76593,551.0,7.5,6.0,0.309074580669
17373,The Ward,10000000,45657,en,5.727987,498974.0,5.8,334.0,0.0138220395893
17421,Delhi Belly,4090000,67109,hi,1.932489,18035000.0,7.0,39.0,0.00542945088819
17432,Monte Carlo,20000000,59860,en,8.34835,17425000.0,6.0,611.0,0.508103311062
17437,Harry Potter and the Deathly Hallows: Part 2,125000000,12445,en,24.990737,1342000000.0,7.9,6141.0,0.00781137915328
17439,Drive,15000000,64690,en,15.388875,78054825.0,7.4,3832.0,0.0120789501816
17443,Snow Flower and the Secret Fan,134005,58882,en,2.003832,1332231.0,5.3,22.0,0.0530321374536
17444,Captain America: The First Avenger,140000000,1771,en,19.323582,370569774.0,6.6,7174.0,0.0134206768125
17447,"Crazy, Stupid, Love.",50000000,50646,en,10.246173,142851197.0,7.0,2522.0,0.135589390993
17454,One Day,15000000,51828,en,11.239012,59389433.0,7.0,1006.0,0.00179443578236
17464,The Guard,6000000,67913,en,11.256636,19560274.0,6.8,378.0,0.0264433864504
17469,Winnie the Pooh,30000000,51162,en,7.357682,14460000.0,6.8,263.0,0.000159772476763
17481,The Goalie's Anxiety at the Penalty Kick,410000,42481,de,0.769053,100.0,3.5,5.0,0.565968334675
17498,The Smurfs,110000000,41513,en,10.219758,563749323.0,5.5,1201.0,0.0545670650899
17504,Dylan Dog: Dead of Night,20000000,43935,en,12.763976,4634062.0,4.5,142.0,0.00322622363456
17508,Friends with Benefits,35000000,50544,en,10.009007,150483765.0,6.5,2306.0,0.029203588143
17522,Alpha and Omega,20000000,12819,en,8.16645,39300000.0,5.3,125.0,0.633056759834
17527,Deadfall,10000000,33927,en,1.145806,18.0,3.1,14.0,0.000174468295882
17534,Blitz,15774948,55846,en,9.491865,741875.0,6.0,496.0,0.0043357363902
17568,Our Idiot Brother,10000000,59968,en,5.918193,17273593.0,5.9,369.0,0.0675501450896
17576,Princess Kaiulani,9000000,39806,en,1.818296,771499.0,4.8,14.0,0.0294796824455
17585,West Is West,3837625,63943,en,0.749665,3867000.0,6.3,15.0,0.000621893210337
17588,Rise of the Planet of the Apes,93000000,61791,en,41.613762,482860185.0,7.0,4452.0,0.00148419500329
17599,The Change-Up,52000000,49520,en,6.906145,75450437.0,5.9,753.0,0.528120994568
17603,The Help,25000000,50014,en,7.486118,124272124.0,7.9,1966.0,0.00352909346111
17604,30 Minutes or Less,28000000,62206,en,9.763493,40547440.0,5.6,537.0,0.00638444162905
17611,Glee: The Concert Movie,9000000,67675,en,9.202416,18663238.0,6.9,81.0,0.0016170439776
17625,Final Destination 5,47000000,55779,en,12.912491,157887643.0,5.9,892.0,0.0223803892732
17627,The Conspirator,25000000,60309,en,5.481452,15478800.0,6.2,138.0,0.00995112583041
17628,A Very Harold & Kumar Christmas,19000000,55465,en,10.724679,35387212.0,6.0,335.0,0.0392860099673
17635,Loose Cannons,7000000,40794,it,5.633243,8220215.0,7.1,122.0,0.702662408352
17642,Spy Kids: All the Time in the World,27000000,56288,en,9.580214,85564310.0,4.4,228.0,0.00528230564669
17647,Miranda,784170,111960,en,0.578456,834332.0,6.8,6.0,0.000793730956502
17651,Don't Be Afraid of the Dark,25000000,46261,en,8.67817,36993168.0,5.4,347.0,0.00662419153377
17652,Fright Night,17000000,58151,en,9.665251,24922237.0,6.0,617.0,0.00483543146402
17653,Another Earth,100000,55420,en,8.957372,1776935.0,6.8,535.0,0.00101690064184
17657,Hesher,7000000,44835,en,5.886972,382946.0,6.7,218.0,0.0336534753442
17663,Stake Land,650000,52015,en,7.814255,33245.0,6.2,290.0,0.000187579615158
17666,The Debt,20000000,48289,en,8.426611,45636368.0,6.2,261.0,0.0219551939517
17667,Colombiana,40000000,62835,en,8.062578,60965854.0,6.5,848.0,0.238824561238
17671,Freakonomics,3000000,43942,en,2.444847,103735.0,6.7,36.0,0.0063702557236
17677,The Skin I Live In,13000000,63311,es,9.782542,5774854.0,7.4,797.0,0.00698032509536
17688,Conan the Barbarian,90000000,37430,en,10.949076,48795021.0,5.2,612.0,0.00104833242949
17690,Prom,8000000,51588,en,6.167646,10130000.0,5.7,139.0,0.299964040518
17725,Red State,4000000,48572,en,6.340655,1104682.0,5.9,321.0,0.0820821523666
17733,A Better Life,10000000,55720,en,3.033797,1759252.0,7.0,54.0,0.000273140321951
17740,I Don't Know How She Does It,24000000,70868,en,6.562982,30551495.0,5.0,142.0,0.0231972243637
17748,Shark Night,28000000,65055,en,6.062425,10126458.0,4.9,134.0,0.0105492090806
17750,Contagion,60000000,39538,en,8.244359,137551594.0,6.2,1351.0,0.0138583956286
17757,Straw Dogs,25000000,64639,en,8.048422,10324441.0,5.5,147.0,0.00305054429919
17758,Moneyball,50000000,60308,en,15.785663,110206216.0,7.0,1409.0,0.00010850882245
17772,Restless,8000000,47760,en,6.140556,163265.0,6.3,156.0,0.000369039160432
17818,The Avengers,220000000,24428,en,89.887648,1519557910.0,7.4,12000.0,0.000208748504519
17822,A Dangerous Method,15000000,48231,en,9.865944,27462041.0,6.2,589.0,0.00036849672324
17828,Warrior,25000000,59440,en,13.121626,23057115.0,7.7,1297.0,0.0879658535123
17835,The Ides of March,12500000,10316,en,6.82647,75993061.0,6.5,924.0,0.000297311198665
17841,Kill List,500000,74725,en,15.014569,171760.0,6.0,214.0,0.00202694628388
17842,Killer Elite,66000000,49021,en,8.046632,57777106.0,6.1,703.0,0.00886368192732
17845,Badmaash Company,6250000,37822,hi,1.490661,8500000.0,5.6,17.0,0.0814346820116
17847,Bellflower,17000,58699,en,7.759376,101236.0,6.4,54.0,0.0112200211734
17848,50/50,8000000,40807,en,11.869481,39187783.0,7.0,1287.0,0.00254384381697
17857,The Artist,15000000,74643,en,11.440948,133432856.0,7.3,1075.0,0.0204250793904
17878,Enthiran,26400000,148284,ta,4.330396,62000000.0,6.5,46.0,0.0047694244422
17897,Take Shelter,5000000,64720,en,5.59686,3099314.0,7.1,479.0,0.00643945066258
17901,Road to Nowhere,5000000,42707,en,1.744659,27046.0,5.0,18.0,0.00829535908997
17903,The Music Never Stopped,4000000,56401,en,13.504065,253899.0,7.3,42.0,0.00219743815251
17935,Real Steel,110000000,39254,en,19.265552,299268508.0,6.6,2749.0,0.00290664238855
17963,Footloose,24000000,68817,en,6.162257,63543328.0,6.4,438.0,0.00539296260104
17964,The Thing,35000000,60935,en,10.169411,28128670.0,6.0,876.0,0.0446843914688
17973,We Need to Talk About Kevin,7000000,71859,en,5.325574,6038942.0,7.4,687.0,0.0534265264869
17979,The Three Musketeers,75000000,52451,en,6.303466,132274484.0,5.6,945.0,0.00393644114956
17980,In Time,40000000,49530,en,10.324613,173930596.0,6.7,3512.0,0.175894126296
17986,Margaret,14000000,44754,en,5.113573,46495.0,6.1,86.0,0.00139634311199
17987,Carnage,25000000,72113,en,8.844835,27603069.0,7.0,760.0,0.107248067856
17989,Margin Call,3500000,50839,en,8.340757,19504039.0,6.7,531.0,8.42160297907e-05
17996,Paranormal Activity 3,5000000,72571,en,10.996308,205703818.0,5.9,685.0,0.00470635527745
18006,Johnny English Reborn,45000000,58233,en,10.668658,160078586.0,6.0,1026.0,0.0014714228455
18007,Abduction,35000000,59965,en,10.512109,82087155.0,5.6,987.0,0.0189636684954
18009,This Must Be the Place,25000000,53487,en,10.710831,11790979.0,6.7,275.0,0.00131719873752
18010,Shame,6500000,76025,en,11.72049,17693675.0,7.0,897.0,0.00677135167643
18028,What's Your Number?,20000000,63492,en,6.958086,30426096.0,6.2,689.0,0.00222354568541
18029,Dream House,50000000,69668,en,9.995617,38502340.0,5.8,401.0,0.00625381758437
18039,Mulan: Rise of a Warrior,12000000,32909,zh,2.977779,13380561.0,6.9,43.0,0.00619032559916
18041,Machine Gun Preacher,30000000,45610,en,5.87767,2527904.0,6.4,292.0,0.00288869370706
18045,Anonymous,30000000,61891,en,13.413895,15395087.0,6.3,291.0,0.010291759856
18063,Tower Heist,75000000,59108,en,7.762917,152930623.0,5.8,945.0,0.00411575566977
18064,J. Edgar,35000000,88794,en,9.529382,84606030.0,6.0,766.0,0.00509161362424
18066,The Double,17000000,73499,en,5.498819,3696232.0,5.8,226.0,0.00299718556926
18069,The Adventures of Tintin,130000000,17578,en,19.201504,371940071.0,6.7,2095.0,0.0261605493724
18092,Hugo,170000000,44826,en,14.046164,185770160.0,7.0,2197.0,0.0070204990916
18093,Higher Ground,2000000,50875,en,1.137468,841733.0,5.3,14.0,0.00442618131638
18094,Trespass,36000000,70578,en,9.540381,9612469.0,5.4,333.0,0.00103711918928
18100,Immortals,75000000,37958,en,10.363671,226904017.0,5.7,898.0,0.00295438896865
18101,Jack and Jill,79000000,71880,en,6.620033,149673788.0,4.0,619.0,0.00886257179081
18109,The Devil's Double,19100000,62630,en,6.681211,5728213.0,6.5,208.0,0.000869653187692
18110,Setup,20000000,70586,en,4.850968,2128186.0,4.7,150.0,0.00619638385251
18127,Another Happy Day,4000000,60422,en,3.496577,355688.0,6.2,37.0,0.00256002810784
18129,Shaolin,29000000,55292,cn,5.311245,33662874.0,6.5,102.0,0.00137564912438
18133,Wuthering Heights,8000000,9364,en,5.276685,100915.0,6.0,75.0,0.00904120691121
18146,The Descendants,20000000,65057,en,11.794753,177243185.0,6.7,956.0,0.12393155694
18147,Like Crazy,250000,60420,en,8.002786,3542353.0,6.5,386.0,0.00607578875497
18148,The Muppets,45000000,64328,en,10.214369,165184237.0,6.5,509.0,0.0445885322988
18150,The Twilight Saga: Breaking Dawn - Part 1,110000000,50619,en,25.9725,712171856.0,5.8,2622.0,0.00384639878757
18155,War Horse,66000000,57212,en,8.166363,177584879.0,7.0,1016.0,0.0227920338511
18156,The Rum Diary,45000000,23514,en,10.110504,24000000.0,5.6,391.0,0.00550346681848
18157,My Week with Marilyn,6400000,75900,en,12.203066,35057696.0,6.6,418.0,0.014094106853
18170,Weekend,8000,79120,en,4.727171,484592.0,7.5,164.0,0.000745876808651
18184,Singham,3062000,70590,hi,2.07741,25034000.0,7.0,33.0,0.0101788109168
18188,Chandni Chowk To China,10500000,20002,hi,1.970481,9400000.0,5.3,13.0,0.0161249488592
18191,Hipsters,15000000,38336,ru,2.587727,16810383.0,6.2,25.0,0.0670535117388
18199,Sarah's Key,10000000,53457,fr,6.091224,17511906.0,7.2,200.0,0.00201879674569
18205,The Sitter,25000000,57431,en,13.105682,34942188.0,5.4,330.0,0.00530157797039
18206,Extremely Loud & Incredibly Close,40000000,64685,en,7.82605,55247881.0,6.9,726.0,0.00373122212477
18217,Rampart,12000000,75622,en,5.874878,972512.0,5.3,135.0,0.00435634050518
18218,Happy Feet Two,130000000,65759,en,9.141045,150406466.0,5.8,381.0,0.000939381599892
18234,The Perfect Game,12500000,56601,en,1.830829,3878993.0,6.3,31.0,0.00093602592824
18237,Flypaper,5000000,62046,en,8.132748,3142154.0,6.2,261.0,0.00585709791631
18238,Bullet to the Head,55000000,70074,en,8.26008,9489829.0,5.2,490.0,0.000977151095867
18239,The Expendables 2,100000000,76163,en,14.881566,312573423.0,6.1,2940.0,0.0094587225467
18242,Bathing Beauty,2361000,43546,en,0.789574,6892000.0,7.0,4.0,0.00555283343419
18244,The Hunger Games,75000000,70160,en,20.031667,691210692.0,6.9,9634.0,0.165917783976
18252,The Dark Knight Rises,250000000,49026,en,20.58258,1084939099.0,7.6,9263.0,0.00110735488124
18255,The Bourne Legacy,130000000,49040,en,14.89499,276572938.0,6.0,2683.0,0.0455689765513
18258,Sherlock Holmes: A Game of Shadows,125000000,58574,en,18.695329,334615000.0,7.0,3971.0,0.00652742339298
18259,Life in a Day,45202,66150,en,4.955542,225861.0,7.3,84.0,0.719625353813
18267,Coriolanus,7700000,101173,en,6.914615,1072602.0,5.9,133.0,0.0216507203877
18285,Young Adult,12000000,57157,en,6.142913,22939027.0,5.6,368.0,0.020568093285
18288,New Year's Eve,56000000,62838,en,6.948818,142044638.0,5.7,744.0,0.0670777335763
18289,Mission: Impossible - Ghost Protocol,145000000,56292,en,14.25843,694713380.0,6.8,4026.0,0.249491080642
18291,We Bought a Zoo,50000000,74465,en,10.563152,120081841.0,6.5,928.0,0.000489403493702
18293,The Girl with the Dragon Tattoo,90000000,65754,en,8.907829,232617430.0,7.2,2479.0,0.000410725187976
18294,The Darkest Hour,30000000,71469,en,8.127392,64626786.0,4.8,474.0,0.00245366059244
18297,Alvin and the Chipmunks: Chipwrecked,75000000,55301,en,8.066393,342695435.0,5.4,499.0,0.0597275979817
18298,Albert Nobbs,8000000,73873,en,5.379039,5634828.0,6.2,136.0,9.94996735244e-05
18306,In the Land of Blood and Honey,10000000,79777,en,2.772269,303877.0,5.8,45.0,0.00518690468743
18338,The Devil Inside,1000000,76487,en,5.747675,101758490.0,4.6,263.0,0.585355937481
18341,Contraband,25000000,77866,en,10.595067,63100000.0,6.1,777.0,0.131031662226
18356,Dolphin Tale,37000000,62837,en,6.695229,95404397.0,6.6,166.0,0.00650683697313
18358,The Iron Lady,13000000,71688,en,7.421245,114956699.0,6.2,540.0,0.00187798566185
18381,The Divide,3000000,38541,en,7.406609,22000.0,5.7,198.0,0.000525670999195
18382,Underworld: Awakening,70000000,52520,en,12.345348,160112671.0,6.1,1885.0,0.00343087874353
18383,The Grey,25000000,75174,en,14.31675,77278331.0,6.4,1476.0,0.00088932889048
18384,Man on a Ledge,42000000,49527,en,10.528173,46221189.0,6.2,936.0,0.000677355565131
18395,Haywire,23000000,70435,en,9.574817,33372606.0,5.6,508.0,0.0274070035666
18444,Apollo 18,5000000,50357,en,10.711742,25562924.0,5.0,359.0,0.00264638359658
18446,Seeking Justice,17000000,74998,en,10.250997,12355798.0,5.8,314.0,0.0248493254185
18456,Red Tails,58000000,72431,en,7.145835,50365377.0,5.9,180.0,0.00193118723109
18459,The Flowers of War,94000000,76758,zh,6.587711,95311434.0,7.1,193.0,0.000268133648206
18465,The Intouchables,13000000,77338,fr,16.086919,426480871.0,8.2,5410.0,7.60818729759e-05
18467,One for the Money,40000000,54054,en,6.322435,36893721.0,5.3,392.0,0.0110129425302
18472,W.E.,15000000,80591,en,4.974482,868439.0,5.8,62.0,0.0814593657851
18473,The Innkeepers,750000,58428,en,8.560726,78396.0,5.4,223.0,0.000176568122697
18477,Big Miracle,40000000,78698,en,6.159379,24719215.0,6.6,153.0,0.0257414672524
18484,Six Degrees of Celebration,5000000,57809,ru,2.025505,22772019.0,6.1,16.0,0.00105137296487
18492,Detective Dee and the Mystery of the Phantom Flame,13000000,48492,zh,7.17548,51723285.0,6.5,101.0,0.00358841940761
18499,Chronicle,15000000,76726,en,12.47441,145000000.0,6.6,1965.0,0.00572578748688
18500,The Woman in Black,17000000,65086,en,8.896679,127730736.0,6.1,1237.0,0.00221100263298
18509,The Monk,11000000,66120,fr,8.888718,807535.0,5.8,32.0,0.00722166523337
18524,Safe House,85000000,59961,en,8.338675,208076205.0,6.3,1361.0,0.00097411533352
18525,The Vow,30000000,72570,en,9.524298,196114570.0,7.0,1328.0,0.0305236894637
18533,Louis C.K.: Live at the Beacon Theater,250000,80379,en,4.297654,1000000.0,8.1,80.0,0.00124035403132
18549,"For a Good Time, Call...",850000,84200,en,10.378756,1243961.0,5.8,111.0,0.244037762284
18554,Journey 2: The Mysterious Island,79000000,72545,en,9.46307,355692760.0,5.8,1050.0,0.0501731932163
18571,Chapiteau-Show,2000000,88491,ru,0.74156,393816.0,6.8,13.0,0.000422308163252
18574,Kokowaah,5650000,53174,de,5.24461,43000000.0,6.4,103.0,0.0292248986661
18583,Bodyguards and Assassins,23000000,30596,cn,10.861339,5837674.0,6.5,58.0,0.0473266616464
18588,Winter in Wartime,4000000,16564,nl,3.92107,530048.0,6.8,66.0,1.64410357684e-06
18609,Ghost Rider: Spirit of Vengeance,57000000,71676,en,9.421301,149217355.0,4.7,1163.0,0.00126229575835
18665,Courageous,1000000,72213,en,7.666558,34522221.0,6.8,77.0,0.00515305763111
18667,Project X,12000000,57214,en,9.803023,100000000.0,6.5,1624.0,0.0131217772141
18668,The Lorax,70000000,73723,en,7.689395,348840316.0,6.3,1048.0,0.000620749138761
18670,The Big Year,41000000,73937,en,10.267905,7448385.0,5.6,252.0,0.098828420043
18674,Act of Valor,12000000,75674,en,12.159818,81272766.0,6.3,420.0,0.0127709666267
18678,This Means War,65000000,59962,en,12.366641,156974557.0,5.9,1411.0,0.000754820590373
18685,John Carter,260000000,49529,en,14.670353,284139100.0,6.1,2170.0,0.00904537644237
18713,The Awakening,4798235,77949,en,9.336568,209696.0,6.3,470.0,0.00550546636805
18721,The Ledge,10000000,63493,en,4.883085,610986.0,5.9,103.0,0.00255021359771
18723,21 Jump Street,42000000,64688,en,11.250764,201585328.0,6.7,4151.0,0.0747362747788
18724,"Jeff, Who Lives at Home",10000000,82532,en,5.872794,4417580.0,6.1,220.0,0.00173581193667
18735,Lockout,20000000,81796,en,8.772263,32204030.0,5.8,722.0,0.0476684197783
18739,A Lonely Place to Die,4000000,81390,en,6.780752,25345000.0,6.2,160.0,0.00876125134528
18742,Space Battleship Yamato,12000000,61984,ja,5.23198,11212294.0,6.3,59.0,0.415188580751
18772,Salmon Fishing in the Yemen,5000000,81025,en,6.753328,34564651.0,6.3,325.0,0.00181402161252
18779,Wrath of the Titans,150000000,57165,en,7.739904,301000000.0,5.5,1459.0,0.0170601345599
18789,Iron Sky,7500000,10679,en,19.561767,8135031.0,5.6,563.0,3.21623228956e-05
18793,American Reunion,50000000,71552,en,8.10609,234989584.0,6.1,1641.0,0.0490654706955
18795,The Raid,1100000,94329,id,10.528833,4105187.0,7.3,1076.0,4.74381849926e-05
18796,The Cabin in the Woods,30000000,22970,en,14.811958,66486080.0,6.6,2314.0,0.000270483025815
18820,L!fe Happens,930000,91070,en,10.114319,30905.0,5.3,66.0,0.161448910832
18824,Silent House,2000000,92182,en,10.239941,13101672.0,5.2,125.0,0.00185663125012
18828,The Three Stooges,30000000,76489,en,13.371056,54819301.0,4.9,143.0,0.000961671816185
18829,The Raven,26000000,70436,en,7.254242,29657751.0,6.1,432.0,0.0028206622228
18832,Mirror Mirror,85000000,62764,en,14.170183,183018522.0,5.5,1148.0,0.0262760687619
18833,Battleship,209000000,44833,en,13.106966,303025485.0,5.5,2141.0,0.000970792782027
18841,The Best Exotic Marigold Hotel,10000000,74534,en,9.23046,136836156.0,6.9,468.0,0.146089434624
18878,The Five-Year Engagement,30000000,72207,en,12.84554,53909751.0,5.7,466.0,0.0249115470797
18894,Think Like a Man,12000000,67660,en,5.264551,96070507.0,6.9,287.0,0.0683187991381
18895,The Lucky One,25000000,77877,en,7.740762,99357138.0,6.8,981.0,0.246735394001
18901,Bride Flight,6400000,17347,en,2.065753,2556911.0,6.9,10.0,0.0185104142874
18906,Safe,30000000,72387,en,8.234382,40346186.0,6.3,808.0,0.00543725863099
18917,Jumping the Broom,6600000,57119,en,2.664211,37710610.0,6.0,57.0,0.0165836811066
18924,Dark Shadows,150000000,62213,en,10.665859,245527149.0,5.7,2383.0,0.000127451465232
18953,The Dictator,65000000,76493,en,7.446085,179379533.0,5.9,1789.0,0.00299803959206
18972,Men in Black 3,225000000,41154,en,10.684385,624026776.0,6.3,4228.0,0.000120417011203
18973,Snow White and the Huntsman,170000000,58595,en,18.751554,396600000.0,5.8,3183.0,0.00292691402137
18986,Chicken with Plums,12000000,78206,fr,3.78207,1428291.0,6.8,44.0,0.00106970290653
18990,The Pirates! In an Adventure with Scientists!,60000000,72197,en,10.271517,118338361.0,6.4,379.0,0.0185035374016
18995,Prometheus,130000000,70981,en,16.624854,403170142.0,6.3,5152.0,0.000116942646855
18999,Bernie,5000000,92591,en,5.875181,9206470.0,6.5,325.0,0.00187583290972
19004,Inhale,10000000,12645,en,4.163207,55089.0,6.3,39.0,0.0265085697174
19013,Wanderlust,35000000,50647,en,9.295078,24159934.0,5.3,402.0,3.82580365113e-05
19016,Moonrise Kingdom,16000000,83666,en,8.692433,68263166.0,7.6,1701.0,0.000239690984017
19019,Kahaani,1200000,82825,hi,3.174936,16000000.0,7.3,61.0,0.0118103325367
19027,5 Days of War,20000000,50601,en,3.174512,17479.0,5.8,63.0,0.00125703820959
19041,A Few Best Men,12468389,85435,en,6.116093,29007412.0,5.9,137.0,0.00236724549904
19045,Cosmopolis,20500000,49014,en,6.087109,6063556.0,5.1,337.0,0.00592238502577
19047,A Thousand Words,40000000,72358,en,5.446745,22044277.0,6.0,381.0,0.0130689144135
19049,Love's Deadly Triangle: The Texas Cadet Murder,14000000,201703,en,1.36737,161001698.0,5.0,2.0,0.0138950012624
19050,Safety Not Guaranteed,750000,84332,en,7.067494,4007792.0,6.8,562.0,0.0136968586594
19051,Madagascar 3: Europe's Most Wanted,145000000,80321,en,13.829042,746921274.0,6.4,1857.0,0.00948844756931
19058,Your Sister's Sister,125000,84355,en,10.850569,3200000.0,6.5,140.0,0.0487723611295
19071,Brave,185000000,62177,en,15.876341,538983207.0,6.7,4760.0,0.00124287651852
19078,Bel Ami,9000000,86467,en,7.720692,8303261.0,5.0,155.0,0.000103358157503
19079,What to Expect When You're Expecting,40000000,76494,en,7.271503,79700000.0,5.8,611.0,0.164326012135
19080,To Rome with Love,17000000,81836,en,7.812646,73244881.0,5.6,564.0,0.0107300737873
19082,Abraham Lincoln: Vampire Hunter,69000000,72331,en,7.922636,112265139.0,5.5,1297.0,0.0369351767004
19086,4.3.2.1,4600000,44877,en,5.805666,1163967.0,5.9,63.0,0.00129903526977
19094,For Greater Glory - The True Story of Cristiada,12000000,96399,en,4.482331,9622846.0,6.4,35.0,0.00175160868093
19099,Rock of Ages,75000000,80585,en,12.558042,59418613.0,6.0,392.0,0.000675001530908
19100,Seeking a Friend for the End of the World,10000000,88005,en,6.947533,9636289.0,6.3,713.0,0.0134424753487
19109,Ted,50000000,72105,en,19.638605,549368315.0,6.3,4811.0,0.00671621970832
19112,Magic Mike,7000000,77930,en,8.732425,167221571.0,6.1,1062.0,0.000105684121081
19121,On the Road,25000000,83770,en,7.323283,8784318.0,5.5,312.0,0.0148010859266
19129,The Amazing Spider-Man,215000000,1930,en,31.102267,752215857.0,6.5,6734.0,0.00626662932336
19139,Ice Age: Continental Drift,95000000,57800,en,13.26958,877244782.0,6.2,2731.0,0.0994777306914
19140,Beasts of the Southern Wild,1800000,84175,en,5.550496,21107746.0,6.8,411.0,0.000319908896927
19144,People Like Us,16000000,98548,en,14.906621,12434778.0,6.6,206.0,0.00165805802681
19151,Savages,45000000,82525,en,13.248022,82966152.0,6.2,784.0,0.863142669201
19180,The Watch,68000000,80035,en,13.276971,68267862.0,5.3,899.0,2.16272019316e-05
19186,2 Days in New York,8000000,84165,en,4.68182,1653792.0,5.4,94.0,0.00147394149099
19194,Killer Joe,10000000,73567,en,6.452069,3665069.0,6.4,433.0,0.0056204944849
19218,Total Recall,125000000,64635,en,16.42635,198802074.0,5.8,2540.0,0.0130178239197
19258,"Love, Wedding, Marriage",1,59296,en,4.060122,1378.0,5.1,73.0,0.0271970201284
19261,Skyfall,200000000,37724,en,20.309585,1108561013.0,6.9,7718.0,0.0303755104542
19271,Hope Springs,30000000,82696,en,7.255301,114281051.0,5.8,287.0,0.00201031425968
19307,ParaNorman,60000000,77174,en,10.425038,107139399.0,6.7,808.0,0.000679730146658
19308,Diary of a Wimpy Kid: Dog Days,22000000,82650,en,10.225555,77112176.0,6.0,229.0,0.022470779717
19316,War of the Arrows,8000000,79224,ko,7.030308,49000000.0,6.7,68.0,0.0897486656904
19323,Hit & Run,2000000,109513,en,7.148558,14400000.0,5.5,225.0,0.000256044993876
19334,Premium Rush,35000000,49526,en,5.654784,31083599.0,6.2,848.0,0.0130596188828
19340,Lawless,26000000,82633,en,7.968423,53676580.0,6.8,1055.0,0.0048989970237
19342,Piranha 3DD,5000000,71668,en,5.615205,8493728.0,4.1,319.0,0.040674045682
19344,ATM,3000000,89691,en,8.950643,3010.0,5.1,195.0,0.00583214499056
19354,The Possession,14000000,77883,en,7.286477,85446075.0,5.8,509.0,0.21458093822
19357,Little White Lies,25000000,48034,fr,7.594334,48531470.0,7.1,396.0,0.0274339858443
19359,The Apparition,17000000,79694,en,7.683008,9627492.0,4.5,140.0,0.0732356607914
